quantity,waterpoint_type,extraction_type_class,construction_year,payment,water_quality,source,gps_height,longitude,latitude,population,management,funder,installer,date_recorded,permit,public_meeting,amount_tsh,status_group
enough,hand pump,handpump,,never pay,soft,machine dbh,,33.08198981,-5.11551998,,vwc,tasaf,tasaf,2012-11-13,True,True,,functional
enough,hand pump,handpump,,other,soft,shallow well,,33.78350011,-3.35871851,,wug,world vision,world vision,2012-10-14,False,True,,functional
insufficient,communal standpipe,gravity,2000.0,pay per bucket,soft,spring,1019.0,36.80667323,-3.47390912,100.0,vwc,government of tanzania,dwe,2013-03-18,True,True,20.0,functional
dry,communal standpipe,gravity,1992.0,pay monthly,soft,spring,465.0,34.64682879,-11.08623379,90.0,vwc,danida,danida,2013-09-02,True,True,500.0,non functional
insufficient,other,other,,never pay,soft,shallow well,,33.28746555,-3.84218793,,wug,dwsp,dwsp,2012-10-21,True,True,,non functional
enough,communal standpipe multiple,submersible,2010.0,pay per bucket,soft,machine dbh,35.0,39.12027483,-8.77003668,800.0,wug,government of tanzania,dwe,2013-01-23,True,,50.0,non functional
insufficient,communal standpipe,submersible,1973.0,never pay,soft,spring,715.0,37.56742642,-3.46556034,657.0,private operator,district council,district council,2013-02-13,False,True,,non functional
enough,communal standpipe multiple,submersible,2006.0,pay per bucket,soft,machine dbh,-16.0,40.27984857,-10.53581371,500.0,vwc,jaica,jaica,2013-02-17,True,True,50.0,functional
enough,communal standpipe,submersible,1993.0,pay per bucket,soft,lake,1392.0,34.09466931,-1.20017414,400.0,vwc,watu wa ujerumani,mtn,2012-10-22,False,True,100.0,non functional
insufficient,other,gravity,1963.0,,soft,spring,1071.0,37.37563170000001,-3.30289895,1.0,vwc,government of tanzania,dwe,2013-03-17,False,False,,non functional
enough,communal standpipe,submersible,2010.0,pay per bucket,soft,river,172.0,38.35768118,-6.64328052,20.0,private operator,private individual,wu,2011-03-12,True,False,50.0,functional
enough,communal standpipe,gravity,1999.0,pay per bucket,soft,spring,886.0,37.1407629,-3.42743823,215.0,water board,germany republi,ces,2013-07-03,True,True,5.0,functional
insufficient,communal standpipe,gravity,2008.0,never pay,soft,spring,2211.0,34.59742363,-9.54125742,38.0,vwc,rc ch,rc ch,2011-02-26,True,False,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,,-2e-08,,wug,rwssp,dwe,2012-10-23,False,True,,functional
enough,communal standpipe,submersible,2008.0,pay per bucket,soft,machine dbh,731.0,37.54656636,-3.45438588,150.0,water board,ces(gmbh),dwe,2013-03-13,True,True,25.0,functional
enough,communal standpipe,gravity,,,soft,spring,,33.80869945,-9.31808347,,vwc,,,2011-04-11,,True,,functional
enough,communal standpipe multiple,gravity,1997.0,pay when scheme fails,soft,spring,1488.0,30.18943277,-4.39426121,950.0,vwc,danida,oxfarm,2013-01-27,True,True,500.0,functional needs repair
enough,communal standpipe,gravity,2012.0,pay monthly,soft,spring,1414.0,37.09493392,-3.164574,1.0,water board,lawatefuka water supply,lawatefuka water sup,2013-03-15,True,True,,functional
insufficient,other,other,2000.0,never pay,soft,shallow well,58.0,39.10124424,-6.9813255000000005,400.0,wug,,,2013-03-15,,,,non functional
insufficient,hand pump,handpump,,never pay,soft,machine dbh,,33.47193567,-2.99970787,,vwc,hifab,hesawa,2011-07-21,True,True,,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,34.27463173,-3.39825552,,wug,rwssp,wedeco,2012-12-15,True,True,,non functional
insufficient,hand pump,handpump,1995.0,pay monthly,soft,shallow well,395.0,36.74810089,-9.09453514,230.0,vwc,dhv,dwe,2011-03-04,True,True,200.0,functional
enough,communal standpipe,motorpump,2004.0,pay per bucket,soft,machine dbh,124.0,39.06324349,-7.629361200000001,1.0,vwc,w.b,rdc,2011-02-20,True,True,100.0,non functional
enough,communal standpipe,gravity,2000.0,never pay,soft,spring,1663.0,38.34221786,-4.7510389,1.0,vwc,sabemo,chamavita,2011-03-20,True,True,,functional
enough,hand pump,handpump,2005.0,pay annually,soft,machine dbh,1478.0,34.74276315,-4.50109279,315.0,wug,world vision,sema,2013-02-02,True,True,2000.0,functional
seasonal,communal standpipe,gravity,,never pay,coloured,river,,34.38606519,-8.71477131,,water board,,,2011-04-07,True,False,,functional
enough,communal standpipe,gravity,1992.0,pay monthly,soft,spring,529.0,34.645920000000004,-11.02799915,96.0,vwc,danida,danida,2013-10-02,True,True,500.0,functional
enough,hand pump,handpump,,pay per bucket,soft,shallow well,,33.44265563,-3.68047418,,wug,dwsp,dwe,2012-10-03,False,True,,functional
enough,hand pump,handpump,,,soft,shallow well,,32.10822685,-3.88061621,,wug,rwssp,dwe,2012-10-17,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.53835362,-9.17380187,,vwc,,,2011-07-27,,True,,functional
enough,other,other,1996.0,never pay,salty,shallow well,1029.0,37.01912827,-6.04244505,150.0,vwc,dh,dh,2011-04-03,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.56047205,-2.84642422,,wug,netherlands,dwe,2013-02-26,False,True,,functional needs repair
enough,hand pump,handpump,,never pay,salty,shallow well,,,-2e-08,,vwc,jimbo fund,dwe,2012-10-26,True,True,,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,33.90249823,-9.62609192,,vwc,danida,central government,2011-11-07,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,machine dbh,,32.70392779,-8.82611452,,vwc,danida,danida,2011-08-06,False,False,,non functional
enough,hand pump,handpump,,pay annually,soft,shallow well,,31.00025502,-1.83723736,,vwc,cocen,dwe,2011-07-17,True,True,,functional
enough,communal standpipe multiple,submersible,2009.0,never pay,soft,machine dbh,872.0,37.10644204,-3.46252895,180.0,private operator,calvary connect,calvary connection,2013-12-03,True,False,,functional
enough,communal standpipe multiple,submersible,2009.0,pay per bucket,soft,dam,630.0,38.01313191,-5.48477046,150.0,vwc,government of tanzania,gida contractor,2011-04-01,False,True,50.0,functional
enough,other,other,,never pay,soft,shallow well,,35.23901575,-5.97252746,,vwc,cmsr,gove,2011-03-14,True,True,,non functional
insufficient,communal standpipe,gravity,,never pay,soft,spring,,33.58965542,-9.2095442,,vwc,,,2011-07-05,,True,,functional needs repair
insufficient,communal standpipe,gravity,1993.0,,soft,spring,1267.0,30.9105511,-3.32805471,350.0,vwc,norad,rwe,2013-01-16,False,True,,non functional
enough,communal standpipe,submersible,,never pay,soft,spring,,36.38903123,-6.37353203,,vwc,government of tanzania,gover,2011-03-10,True,True,,non functional
insufficient,hand pump,handpump,1980.0,pay per bucket,salty,shallow well,358.0,37.64420858,-6.11068373,100.0,vwc,nethalan,council,2011-03-09,True,True,50.0,non functional
insufficient,communal standpipe,gravity,2007.0,,soft,rainwater harvesting,1396.0,30.77285577,-3.51917331,450.0,vwc,unicef,twesa,2013-01-30,False,True,,functional
dry,hand pump,handpump,,never pay,soft,shallow well,,31.43635036,-1.57248507,,vwc,hesawa,dwe,2011-07-09,True,True,,non functional
insufficient,communal standpipe multiple,gravity,2011.0,never pay,soft,spring,1332.0,36.70167095,-2.73780659,500.0,vwc,vwc,villagers,2013-03-23,True,True,,functional
enough,improved spring,gravity,1984.0,pay when scheme fails,soft,spring,1102.0,31.02374625,-6.30997055,150.0,vwc,rc mission,rc mis,2011-08-05,True,True,,functional needs repair
dry,communal standpipe,gravity,,never pay,soft,spring,,30.62681402,-1.19749779,,vwc,government of tanzania,dwe,2011-08-05,True,True,,non functional
enough,communal standpipe,gravity,1999.0,pay per bucket,soft,spring,1054.0,37.15457283,-3.27055031,150.0,water board,germany republi,ces,2013-02-03,True,True,10.0,functional
enough,communal standpipe multiple,gravity,,never pay,soft,spring,,30.65166679,-2.45058852,,vwc,ded,dwe,2011-07-30,False,True,,functional
enough,communal standpipe,gravity,2002.0,pay monthly,soft,spring,2124.0,34.21099301,-9.43719177,,vwc,government of tanzania,commu,2011-03-01,False,True,100.0,functional
insufficient,hand pump,handpump,,pay per bucket,salty,shallow well,,32.42424064,-4.43763405,,vwc,water aid/sema,water aid/sema,2012-10-22,True,True,,functional
enough,communal standpipe,gravity,1992.0,pay monthly,soft,spring,852.0,37.68762419,-3.81275802,40.0,vwc,roman cathoric-same,district council,2013-02-17,False,True,300.0,functional needs repair
insufficient,communal standpipe,other,,never pay,soft,rainwater harvesting,,,-2e-08,,vwc,government of tanzania,government,2011-08-27,True,True,,functional
dry,communal standpipe,motorpump,1970.0,,,machine dbh,1250.0,35.01721943,-5.02954531,1.0,vwc,,,2013-01-30,,,,non functional
enough,hand pump,handpump,2000.0,never pay,soft,shallow well,1909.0,35.15182728,-8.63734404,,vwc,danida,dwe,2011-03-21,False,True,,functional
enough,communal standpipe,gravity,2004.0,,soft,spring,1567.0,34.89798932,-11.06566273,68.0,vwc,government of tanzania,government,2013-11-03,True,,,functional needs repair
enough,hand pump,handpump,,never pay,soft,shallow well,,,-2e-08,,vwc,hesawa,dwe,2012-10-04,True,True,,non functional
dry,communal standpipe multiple,gravity,1972.0,,soft,lake,1316.0,33.83120701,-1.9675535,253.0,vwc,ministry of water,ministry of water,2012-11-06,True,True,,non functional
dry,communal standpipe multiple,submersible,1980.0,pay per bucket,soft,machine dbh,925.0,36.84355637,-3.65951952,300.0,vwc,dwe,dwe,2013-02-20,True,True,30.0,non functional
enough,communal standpipe,submersible,,never pay,salty,machine dbh,,35.97045091,-7.10898215,,vwc,world bank,gover,2011-03-31,True,True,,functional
enough,communal standpipe,gravity,1971.0,never pay,soft,river,294.0,36.925596,-7.73371739,20.0,vwc,government of tanzania,rwe,2011-03-29,True,True,,non functional
dry,other,motorpump,,never pay,soft,machine dbh,,35.84783059,-6.11556752,,vwc,water,commu,2011-04-10,False,True,,non functional
dry,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,35.82470522,-6.13010657,,vwc,water,commu,2011-04-10,False,True,,non functional
enough,communal standpipe,gravity,1978.0,pay monthly,soft,river,1580.0,34.61460662,-9.02574892,40.0,wua,unicef,dwe,2011-09-04,True,True,500.0,functional
seasonal,communal standpipe,gravity,,,soft,rainwater harvesting,,33.50650806,-3.45859317,,parastatal,oxfam,simba co,2012-10-20,False,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.68480338,-9.44357124,,vwc,,,2011-07-29,,True,,non functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,33.29770835,-3.86639127,,wug,dwsp,dwsp,2012-10-21,True,True,,functional
enough,other,gravity,1963.0,,soft,spring,1165.0,37.39347022,-3.30500157,65.0,vwc,government of tanzania,dwe,2013-02-23,True,True,,functional
insufficient,communal standpipe,gravity,2009.0,,soft,spring,1034.0,36.99488296,-3.32694909,126.0,vwc,government of tanzania,community,2013-03-22,True,True,,functional
enough,hand pump,handpump,2007.0,pay annually,soft,machine dbh,768.0,36.96069182,-11.20716564,1.0,vwc,tasaf,tasaf,2013-02-13,False,True,2500.0,functional
enough,communal standpipe,gravity,1983.0,pay monthly,soft,spring,1494.0,35.56310292,-7.80493284,550.0,vwc,danida,danid,2011-03-04,True,True,1000.0,functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,33.05941833,-8.58120179,,vwc,government of tanzania,government,2011-04-14,True,True,,functional needs repair
enough,hand pump,handpump,2007.0,never pay,soft,machine dbh,10.0,39.61065929,-9.78910273,365.0,vwc,gen,gen,2013-01-30,False,False,,functional
enough,other,other,1985.0,,salty,shallow well,42.0,39.76016811,-10.35527903,200.0,vwc,fini water,fini water,2013-02-03,True,True,,non functional
enough,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,35.39358216,-6.39991933,,vwc,water,gove,2011-03-10,True,True,,functional
enough,hand pump,handpump,,pay annually,soft,hand dtw,1853.0,35.123009700000004,-8.55224942,,vwc,danida,dwe,2011-03-15,True,True,1000.0,functional
insufficient,communal standpipe multiple,submersible,,pay per bucket,salty,machine dbh,,36.73224322,-6.08469594,,vwc,world bank,rhobi,2011-03-20,False,True,,functional
insufficient,hand pump,handpump,1990.0,pay when scheme fails,soft,machine dbh,1410.0,34.60631221,-4.64613266,100.0,vwc,,,2013-01-21,,True,5000.0,functional
enough,hand pump,handpump,,never pay,soft,machine dbh,,33.38345385,-2.93891555,,vwc,hifab,hesawa,2011-07-18,True,True,,functional
enough,improved spring,gravity,2006.0,,soft,spring,1232.0,30.456472700000003,-3.80097562,230.0,vwc,danida,tcrs,2013-02-12,False,True,,functional
dry,hand pump,handpump,,never pay,soft,machine dbh,,32.74486517,-5.61605963,,vwc,halmashauri ya wilaya sikonge,halmashauri ya wilaya sikonge,2012-10-28,True,True,,non functional
enough,hand pump,handpump,1994.0,never pay,soft,machine dbh,1541.0,34.90543406,-4.27810053,364.0,vwc,rc mission,rc mission,2013-01-28,True,True,,functional
insufficient,communal standpipe multiple,submersible,1982.0,never pay,soft,machine dbh,325.0,39.50793722,-10.87924082,320.0,vwc,finwater,finwater,2013-01-19,True,True,,non functional
enough,hand pump,handpump,2008.0,never pay,soft,machine dbh,1905.0,31.76719611,-8.19289261,200.0,vwc,tasaf,dwe,2011-08-26,False,True,,functional
insufficient,communal standpipe,submersible,2000.0,pay per bucket,soft,machine dbh,27.0,39.16784508,-6.96136442,490.0,wug,0,0,2013-03-12,False,True,50.0,functional
enough,hand pump,other,1993.0,never pay,soft,dam,,39.11254451,-4.6716727,8000.0,vwc,mkinga distric coun,dwe,2011-03-13,True,True,,functional
dry,communal standpipe,gravity,,never pay,,river,,31.76645149,-1.25349442,,vwc,government of tanzania,rwe,2011-08-01,True,True,,non functional
enough,communal standpipe multiple,gravity,1991.0,,soft,spring,1266.0,30.96286275,-3.27739385,500.0,vwc,norad,rwe,2013-02-15,False,True,,non functional
insufficient,hand pump,handpump,2007.0,pay monthly,soft,shallow well,747.0,36.34980312,-11.17838853,90.0,wug,tasaf,cjejow construction,2013-02-24,False,True,500.0,non functional
enough,communal standpipe multiple,gravity,,pay monthly,soft,dam,,33.78019684,-3.1083057000000003,,private operator,government of tanzania,government,2012-10-17,False,True,,functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,30.82876173,-2.40657898,,vwc,oxfam,oxfam,2011-07-14,False,True,,functional needs repair
enough,communal standpipe,submersible,,pay per bucket,soft,machine dbh,,35.46959996,-6.08356939,,vwc,government of tanzania,gove,2011-03-12,True,True,,functional
enough,hand pump,handpump,2008.0,never pay,soft,shallow well,119.0,38.90690567,-7.62411921,1.0,vwc,w.b,dwe,2011-02-24,True,True,,non functional
insufficient,hand pump,handpump,2001.0,pay monthly,soft,shallow well,1047.0,35.87906745,-10.25524425,600.0,wug,snv,dwe,2013-02-15,False,True,500.0,functional
enough,communal standpipe,gravity,2008.0,pay monthly,soft,spring,1234.0,37.02698822,-3.24448249,1.0,water board,magadini-makiwaru water,magadini-makiwaru wa,2013-03-21,True,True,,functional
seasonal,communal standpipe,gravity,2007.0,never pay,soft,rainwater harvesting,1308.0,34.83349157,-4.01713357,258.0,parastatal,wfp,hapa singida,2013-01-24,True,True,,functional
enough,hand pump,handpump,,other,soft,shallow well,,33.70572898,-3.18822316,,wug,netherlands,dwe,2012-10-28,False,True,,functional
insufficient,hand pump,handpump,1990.0,pay monthly,salty,shallow well,,37.29329735,-6.42520574,605.0,vwc,ki,dw,2011-04-19,True,True,500.0,functional
enough,communal standpipe,gravity,2009.0,pay monthly,soft,spring,1890.0,34.67432109,-9.18765615,45.0,wua,rc church,acra,2011-04-14,True,True,500.0,functional
insufficient,communal standpipe,gravity,,pay monthly,soft,spring,944.0,37.67651987,-3.32219182,1.0,company,government of tanzania,district council,2013-03-07,True,True,,non functional
enough,hand pump,handpump,1992.0,pay monthly,soft,shallow well,289.0,36.13361181,-8.93515664,500.0,vwc,dhv,dwe,2011-03-17,True,True,500.0,functional
enough,communal standpipe multiple,submersible,,pay per bucket,soft,dam,,32.79402596,-5.08065209,,vwc,tuwasa,tuwasa,2012-11-02,True,True,,functional
seasonal,communal standpipe,gravity,,never pay,soft,river,,34.36877351,-8.76799593,,water board,,,2011-04-06,True,False,,non functional
enough,communal standpipe,gravity,2007.0,never pay,soft,spring,1432.0,38.27607089,-4.8092107,1.0,vwc,government of tanzania,dwe,2011-04-05,True,True,,functional
insufficient,hand pump,handpump,1994.0,pay monthly,soft,shallow well,1032.0,35.87771146,-10.24496574,250.0,wug,snv,umoja drilling contractor,2013-02-15,False,True,100.0,functional
enough,communal standpipe multiple,motorpump,,pay when scheme fails,soft,lake,,,-2e-08,,vwc,government of tanzania,government,2012-10-26,True,True,,functional
insufficient,communal standpipe,gravity,,never pay,soft,spring,,33.60699091,-9.22603701,,vwc,,,2011-07-06,,True,,functional
seasonal,hand pump,handpump,2004.0,never pay,soft,shallow well,273.0,36.65218524,-8.09208006,200.0,vwc,solidame,solidame,2011-03-17,True,True,,non functional
insufficient,hand pump,rope pump,2010.0,pay monthly,soft,shallow well,270.0,36.38305672,-8.18674076,420.0,vwc,msabi,msabi,2011-03-14,True,True,300.0,functional
